YUGIPEDIA CARD TITLE=2269,_O,ID,QTD,SET,COD,Name,Rarity,CARD1,CARD2,TYPE1,TYPE2,Attrib,LV,ATK,DEF,DescEffect,Link,IMG_URL,LIMIT,=IMAGE(S1),detecta duplicatas,0
Desert Twister,1299,149,,STP5,EN022,Desert Twister,Common,Monster,Effect,Fiend,,WIND,6,2300,2000,"Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by banishing 2 WIND and 1 EARTH monsters from your GY. Once per turn: You can discard 1 card, then target 1 Spell/Trap on the field; destroy it.",https://yugipedia.com/wiki/Desert_Twister,https://ms.yugipedia.com//thumb/f/f6/DesertTwister-SBLS-EN-UR-1E.png/300px-DesertTwister-SBLS-EN-UR-1E.png,4,,STP5EN022Desert TwisterCommon,1
Sphere Kuriboh,1300,148,,STP5,EN023,Sphere Kuriboh,Common,Monster,Effect,Fiend,,DARK,1,300,200,"When an opponent's monster declares an attack: You can send this card from your hand to the GY; change the attacking monster to Defense Position. When you Ritual Summon, you can banish this card from your GY as 1 of the monsters required for the Ritual Summon.",https://yugipedia.com/wiki/Sphere_Kuriboh,https://ms.yugipedia.com//thumb/3/3e/SphereKuriboh-SGX1-EN-C-1E.png/300px-SphereKuriboh-SGX1-EN-C-1E.png,4,,STP5EN023Sphere KuribohCommon,1
Sword of Dragon's Soul,1301,145,,STP5,EN024,Sword of Dragon's Soul,Common,Spell,Equip,,,,,,,"Equip only to a Warrior monster. It gains 700 ATK. After damage calculation, if the equipped monster battled a Dragon monster: Destroy that monster at the end of that Battle Phase.",https://yugipedia.com/wiki/Sword_of_Dragon%27s_Soul,https://ms.yugipedia.com//thumb/6/62/SwordofDragonsSoul-SBLS-EN-SR-1E.png/300px-SwordofDragonsSoul-SBLS-EN-SR-1E.png,4,,STP5EN024Sword of Dragon's SoulCommon,1
Book of Moon,1302,504,,STP5,EN025,Book of Moon,Common,Spell,Quick-Play,,,,,,,Target 1 face-up monster on the field; change that target to face-down Defense Position.,https://yugipedia.com/wiki/Book_of_Moon,https://ms.yugipedia.com//thumb/c/c1/BookofMoon-SGX3-EN-C-1E.png/300px-BookofMoon-SGX3-EN-C-1E.png,3,,STP5EN025Book of MoonCommon,1
Dark Factory of Mass Production,1303,330,,STP5,EN026,Dark Factory of Mass Production,Common,Spell,Normal,,,,,,,Target 2 Normal Monsters in your GY; add them to your hand.,https://yugipedia.com/wiki/Dark_Factory_of_Mass_Production,https://ms.yugipedia.com//thumb/d/de/DarkFactoryofMassProduction-SS03-EN-C-1E.png/300px-DarkFactoryofMassProduction-SS03-EN-C-1E.png,4,,STP5EN026Dark Factory of Mass ProductionCommon,1
Faustian Bargain,1304,482,,STP5,EN027,Faustian Bargain,Common,Spell,Normal,,,,,,,"Target 1 Special Summoned monster on either field; send it to the GY, and if you do, Special Summon 1 Level 4 or lower Normal Monster from your hand.",https://yugipedia.com/wiki/Faustian_Bargain,https://ms.yugipedia.com//thumb/b/bf/FaustianBargain-SS05-EN-C-1E.png/300px-FaustianBargain-SS05-EN-C-1E.png,4,,STP5EN027Faustian BargainCommon,1
Heat Wave,1305,302,,STP5,EN028,Heat Wave,Common,Spell,Normal,,,,,,,"At the start of your Main Phase 1: Neither player can Normal or Special Summon Effect Monsters, until your next Draw Phase.",https://yugipedia.com/wiki/Heat_Wave,https://ms.yugipedia.com//thumb/5/57/HeatWave-SS03-EN-C-1E.png/300px-HeatWave-SS03-EN-C-1E.png,4,,STP5EN028Heat WaveCommon,1
Iron Draw,1306,383,,STP5,EN029,Iron Draw,Common,Spell,Normal,,,,,,,"If you control exactly 2 Machine Effect Monsters and no other monsters: Draw 2 cards. For the rest of this turn after this card resolves, you can only Special Summon once. You can only activate 1 ""Iron Draw"" per turn.",https://yugipedia.com/wiki/Iron_Draw,https://ms.yugipedia.com//thumb/4/43/IronDraw-SR10-EN-C-1E.png/300px-IronDraw-SR10-EN-C-1E.png,4,,STP5EN029Iron DrawCommon,1
Lightforce Sword,1307,14,,STP5,EN030,Lightforce Sword,Common,Trap,Normal,,,,,,,"Banish 1 random card from your opponent's hand, face-down. During your opponent's 4th Standby Phase after this card's activation, return that card to their hand.",https://yugipedia.com/wiki/Lightforce_Sword,https://ms.yugipedia.com//thumb/2/2b/LightforceSword-SS01-EN-C-1E.png/300px-LightforceSword-SS01-EN-C-1E.png,4,,STP5EN030Lightforce SwordCommon,1
Seven Tools of the Bandit,1308,17,,STP5,EN031,Seven Tools of the Bandit,Common,Trap,Counter,,,,,,,"When a Trap Card is activated: Pay 1000 LP; negate the activation, and if you do, destroy it.",https://yugipedia.com/wiki/Seven_Tools_of_the_Bandit,https://ms.yugipedia.com//thumb/5/5d/SevenToolsoftheBandit-SS04-EN-C-1E.png/300px-SevenToolsoftheBandit-SS04-EN-C-1E.png,4,,STP5EN031Seven Tools of the BanditCommon,1
A Major Upset,1309,276,,STP5,EN032,A Major Upset,Common,Trap,Normal,,,,,,,Tribute 1 face-up Attack Position Level 2 or lower monster you control; return all Level 7 or higher Special Summoned monsters to the hand.,https://yugipedia.com/wiki/A_Major_Upset,https://ms.yugipedia.com//thumb/8/86/AMajorUpset-SBSC-EN-C-1E.png/300px-AMajorUpset-SBSC-EN-C-1E.png,4,,STP5EN032A Major UpsetCommon,1
Wild Tornado,1310,56,,STP5,EN033,Wild Tornado,Common,Trap,Normal,,,,,,,"Target 1 face-up card in the Spell & Trap Zone; destroy that face-up card, then, its controller can Set 1 Spell/Trap from their hand. If this Set card is destroyed and sent to the GY: Target 1 face-up card on the field; destroy that target.",https://yugipedia.com/wiki/Wild_Tornado,https://ms.yugipedia.com//thumb/f/f5/WildTornado-SS01-EN-C-1E.png/300px-WildTornado-SS01-EN-C-1E.png,4,,STP5EN033Wild TornadoCommon,1
Dragon's Rebirth,1311,78,,STP5,EN034,Dragon's Rebirth,Common,Trap,Normal,,,,,,,"Target 1 Dragon monster you control; banish that target, and if you do, Special Summon 1 Dragon monster from your hand or GY.",https://yugipedia.com/wiki/Dragon%27s_Rebirth,https://ms.yugipedia.com//thumb/a/a3/DragonsRebirth-SS02-EN-C-1E.png/300px-DragonsRebirth-SS02-EN-C-1E.png,4,,STP5EN034Dragon's RebirthCommon,1
Floodgate Trap Hole,1312,391,,STP5,EN035,Floodgate Trap Hole,Common,Trap,Normal,,,,,,,When your opponent Summons a monster(s): Change that monster(s) to face-down Defense Position. Monsters changed to face-down Defense Position by this effect cannot change their battle positions.,https://yugipedia.com/wiki/Floodgate_Trap_Hole,https://ms.yugipedia.com//thumb/5/5f/FloodgateTrapHole-SDBT-EN-C-1E.png/300px-FloodgateTrapHole-SDBT-EN-C-1E.png,1,,STP5EN035Floodgate Trap HoleCommon,1
Ruthless Means,1313,990,,SGX3,ENS01,Ruthless Means,Common,Skill,Normal,The Supreme King,,,,,,"Skill activation
Flip this card over when you activate this Skill.
Effect
Once per Duel, during your Main Phase, if you control an ""Evil HERO"" monster, you can discard 1 card to make 1 face-up monster your opponent controls lose ATK equal to its own DEF, or lose DEF equal to its own ATK (your choice).
",https://yugipedia.com/wiki/Ruthless_Means,https://ms.yugipedia.com//thumb/f/f3/RuthlessMeans-SGX3-EN-C-1E.png/300px-RuthlessMeans-SGX3-EN-C-1E.png,4,,SGX3ENS01Ruthless MeansCommon,1
Forged Steel,1314,991,,SGX3,ENS02,Forged Steel,Common,Skill,Normal,Nightshroud,,,,,,"Skill activation
Flip this card over when you activate this Skill.
Effect
Once per Duel, during your Main Phase, you can change the name of 1 ""Red-Eyes"" monster or 1 Dragon Normal Monster you control to ""Red-Eyes Black Dragon"" while it's face-up on the field. Each ""Red-Eyes Darkness Dragon"" you control gains the following effect.
● Once per turn, during your Main Phase: You can Special Summon 1 Dragon monster from your GY that can be Normal Summoned/Set.
",https://yugipedia.com/wiki/Forged_Steel,https://ms.yugipedia.com//thumb/2/2f/ForgedSteel-SGX3-EN-C-1E.png/300px-ForgedSteel-SGX3-EN-C-1E.png,4,,SGX3ENS02Forged SteelCommon,1
Vampiric Aristocracy,1315,992,,SGX3,ENS03,Vampiric Aristocracy,Common,Skill,Normal,Camula,,,,,,"Skill activation
Flip this card over when you activate this Skill.
Effect
Once per Duel, during your Main Phase, you can change the name of 1 Zombie ""Vampire"" monster you control to ""Vampire Lord"" while it's face-up on the field. Each ""Vampire Genesis"" you control gains the following effect.
● If this card inflicts battle damage to your opponent: You can target 1 card in your opponent's GY; Set it to your field.
",https://yugipedia.com/wiki/Vampiric_Aristocracy,https://ms.yugipedia.com//thumb/9/90/VampiricAristocracy-SGX3-EN-C-1E.png/300px-VampiricAristocracy-SGX3-EN-C-1E.png,4,,SGX3ENS03Vampiric AristocracyCommon,1
Welcome to the Jungle,1316,993,,SGX3,ENS04,Welcome to the Jungle,Common,Skill,Normal,Tania,,,,,,"Skill activation
At the start of the Duel, flip this card over.
Effect
After damage calculation, if you took battle damage from a battle involving an opponent's monster and your Attack Position ""Amazoness"" monster, that opponent's monster loses ATK/DEF equal to the ATK of the ""Amazoness"" monster it battled, until the end of this turn.
",https://yugipedia.com/wiki/Welcome_to_the_Jungle,https://ms.yugipedia.com//thumb/c/c3/WelcometotheJungle-SGX3-EN-C-1E.png/300px-WelcometotheJungle-SGX3-EN-C-1E.png,4,,SGX3ENS04Welcome to the JungleCommon,1
Archfiend's Conscription,1317,994,,SGX3,ENS05,Archfiend's Conscription,Common,Skill,Normal,Titan,,,,,,"Skill activation
Flip this card over when you activate this Skill.
Effect
You cannot Summon/Set non-Fiend monsters. Once per turn, during your Main Phase, you can roll a six-sided die. If you do, you lose LP equal to the result x 200, but if the result is 2, 3, or 4, you can Special Summon 1 ""Archfiend"" monster with a Level equal to the result from your hand, Deck, or GY.
",https://yugipedia.com/wiki/Archfiend%27s_Conscription,https://ms.yugipedia.com//thumb/1/17/ArchfiendsConscription-SGX3-EN-C-1E.png/300px-ArchfiendsConscription-SGX3-EN-C-1E.png,4,,SGX3ENS05Archfiend's ConscriptionCommon,1
Professor of Alchemy,1318,995,,SGX3,ENS06,Professor of Alchemy,Common,Skill,Normal,Amnael,,,,,,"Skill activation
Flip this card over when you activate this Skill.
Effect
""Alchemy Beast Tokens"" can attack directly. Once per turn, during your Main Phase, you can banish 1 Level 4 or lower monster from your hand or face-up field, to Special Summon 1 ""Alchemy Beast Token"" (Rock/Level 3/ATK 500/DEF 500), with the same Attribute as the banished monster. It cannot be Tributed, except for the face-up Tribute Summon of ""Golden Homunculus"".
",https://yugipedia.com/wiki/Professor_of_Alchemy,https://ms.yugipedia.com//thumb/4/4d/ProfessorofAlchemy-SGX3-EN-C-1E.png/300px-ProfessorofAlchemy-SGX3-EN-C-1E.png,4,,SGX3ENS06Professor of AlchemyCommon,1
Unlocking the Power,1319,996,,SGX3,ENS07,Unlocking the Power,Common,Skill,Normal,Kagemaru,,,,,,"Skill activation
At the start of the Duel, flip this card over.
Effect
When you Special Summon ""Uria, Lord of Searing Flames"", ""Hamon, Lord of Striking Thunder"", or ""Raviel, Lord of Phantasms"" using the method mentioned on that card, you can use face-up Fiend monsters, Continuous Spells, and/or Continuous Traps you control, regardless of the card type the text requires.
",https://yugipedia.com/wiki/Unlocking_the_Power,https://ms.yugipedia.com//thumb/8/8b/UnlockingthePower-SGX3-EN-C-1E.png/300px-UnlockingthePower-SGX3-EN-C-1E.png,4,,SGX3ENS07Unlocking the PowerCommon,1
Fog Warning,1320,997,,SGX3,ENS08,Fog Warning,Common,Skill,Normal,Adrian Gecko,,,,,,"Skill activation
At the start of the Duel, flip this card over.
Effect
Each time you place a Fog Counter(s) on a monster(s), give it an additional Fog Counter.
",https://yugipedia.com/wiki/Fog_Warning,https://ms.yugipedia.com//thumb/0/0e/FogWarning-SGX3-EN-C-1E.png/300px-FogWarning-SGX3-EN-C-1E.png,4,,SGX3ENS08Fog WarningCommon,1
Dark Unity,1321,998,,SGX3,ENS09,Dark Unity,Common,Skill,Normal,The Supreme King,,,,,,"Skill activation
Flip this card over when you activate this Skill.
Effect
You can use ""Super Polymerization"" to Fusion Summon monsters that can normally only be Summoned with ""Dark Fusion"". Each of the following Skills can only be used once per Duel.
● Lose 2000 LP, then change the Type of 1 Special Summoned monster your opponent controls to Rock.
● Discard 1 card, then add 1 ""Dark Fusion"" from your Deck to your hand.
",https://yugipedia.com/wiki/Dark_Unity,https://ms.yugipedia.com//thumb/8/82/DarkUnity-SGX3-EN-C-1E.png/300px-DarkUnity-SGX3-EN-C-1E.png,4,,SGX3ENS09Dark UnityCommon,1
Dragon Force,1322,999,,SGX3,ENS10,Dragon Force,Common,Skill,Normal,Nightshroud,,,,,,"Skill activation
Flip this card over when you activate this Skill.
Effect
Once per turn, during your Main Phase, you can banish 1 Dragon Normal Monster from your GY to make 1 Dragon Normal Monster you control gain 200 ATK x that banished monster's Level until the end of this turn, also if it attacks a Defense Position monster this turn, inflict piercing battle damage to your opponent.
",https://yugipedia.com/wiki/Dragon_Force,https://ms.yugipedia.com//thumb/0/00/DragonForce-SGX3-EN-C-1E.png/300px-DragonForce-SGX3-EN-C-1E.png,4,,SGX3ENS10Dragon ForceCommon,1
Delicious Morsel!,1323,1000,,SGX3,ENS11,Delicious Morsel!,Common,Skill,Normal,Camula,,,,,,"Skill activation
At the start of the Duel, flip this card over.
Effect
During the End Phase, if a Zombie ""Vampire"" monster you control inflicted battle damage to your opponent this turn, gain LP equal to half the total battle damage your monsters inflicted to your opponent this turn.
",https://yugipedia.com/wiki/Delicious_Morsel!,https://ms.yugipedia.com//thumb/4/46/DeliciousMorsel-SGX3-EN-C-1E.png/300px-DeliciousMorsel-SGX3-EN-C-1E.png,4,,SGX3ENS11Delicious Morsel!Common,1
Order of the Queen,1324,1001,,SGX3,ENS12,Order of the Queen,Common,Skill,Normal,Tania,,,,,,"Skill activation
At the start of the Duel, flip this card over.
Effect
While you control ""Amazoness Queen"", negate the effects of Effect Monsters destroyed by battle with attacking ""Amazoness"" monsters you control.
",https://yugipedia.com/wiki/Order_of_the_Queen,https://ms.yugipedia.com//thumb/e/e6/OrderoftheQueen-SGX3-EN-C-1E.png/300px-OrderoftheQueen-SGX3-EN-C-1E.png,4,,SGX3ENS12Order of the QueenCommon,1
Archfiend's Promotion,1325,1002,,SGX3,ENS13,Archfiend's Promotion,Common,Skill,Normal,Titan,,,,,,"Skill activation
Flip this card over when you activate this Skill.
Effect
Once per turn, during your Main Phase, if you control ""Vilepawn Archfiend"" and your opponent controls no card in its same column, you can Tribute it to Special Summon 1 Level 8 or lower ""Archfiend"" monster from your hand or Deck that has ""Queen"", ""Bishop"" , ""Rook"", or ""Knight"" in its name.
",https://yugipedia.com/wiki/Archfiend%27s_Promotion,https://ms.yugipedia.com//thumb/5/52/ArchfiendsPromotion-SGX3-EN-C-1E.png/300px-ArchfiendsPromotion-SGX3-EN-C-1E.png,4,,SGX3ENS13Archfiend's PromotionCommon,1
Setting Sun,1326,1003,,SGX3,ENS14,Setting Sun,Common,Skill,Normal,Amnael,,,,,,"Skill activation
At the start of the Duel, flip this card over.
Effect
Once per turn, during your Main Phase, if you control a monster whose ATK was ? in the Deck, you can banish 1 card from your hand, then add 1 monster from your Deck to your hand with ? ATK, but with a different name than the cards you control. ""Helios"" monsters you control cannot be banished.
",https://yugipedia.com/wiki/Setting_Sun,https://ms.yugipedia.com//thumb/f/fe/SettingSun-SGX3-EN-C-1E.png/300px-SettingSun-SGX3-EN-C-1E.png,4,,SGX3ENS14Setting SunCommon,1
Victory of the Shadow Riders,1327,1004,,SGX3,ENS15,Victory of the Shadow Riders,Common,Skill,Continuous,Kagemaru,,,,,,"Skill activation
At the start of the Duel, place this card face-down in your center Spell & Trap Zone. You draw 1 less card at the beginning of the Duel. At the start of your first turn of the Duel, flip this card over.
Effect
When this Skill is activated, add 1 ""Uria, Lord of Searing Flames"", ""Hamon, Lord of Striking Thunder"", or ""Raviel, Lord of Phantasms"" from your Deck to your hand. Once per turn, you can discard 1 card, then Special Summon 1 Fiend monster with 0 ATK/DEF from your GY.
",https://yugipedia.com/wiki/Victory_of_the_Shadow_Riders,https://ms.yugipedia.com//thumb/6/6d/VictoryoftheShadowRiders-SGX3-EN-C-1E.png/300px-VictoryoftheShadowRiders-SGX3-EN-C-1E.png,4,,SGX3ENS15Victory of the Shadow RidersCommon,1
Cloudy Skies of Grey,1328,1005,,SGX3,ENS16,Cloudy Skies of Grey,Common,Skill,Normal,Adrian Gecko,,,,,,"Skill activation
At the start of the Duel, flip this card over.
Effect
Each time a ""Cloudian"" monster with a Fog Counter(s) is destroyed, place its Fog Counters on another face-up monster on the field.
",https://yugipedia.com/wiki/Cloudy_Skies_of_Grey,https://ms.yugipedia.com//thumb/b/b6/CloudySkiesofGrey-SGX3-EN-C-1E.png/300px-CloudySkiesofGrey-SGX3-EN-C-1E.png,4,,SGX3ENS16Cloudy Skies of GreyCommon,1
No One Suspects the Dark Scorpion Gang!,1329,1006,,SGX3,ENS17,No One Suspects the Dark Scorpion Gang!,Common,Skill,Normal,Don Zaloog,,,,,,"Skill activation
At the start of the Duel, flip this card over.
Effect
Once per Duel, during your Main Phase, if you control ""Don Zaloog"", you can discard 1 card to Special Summon 2 ""Dark Scorpion"" monsters with different names from your hand and Deck (1 from each). ""Don Zaloog"" and ""Dark Scorpion"" monsters you control can attack directly, but when they do so using this Skill, the battle damage inflicted to your opponent becomes 400. You cannot Summon or Set any monsters except ""Don Zaloog"" and/or ""Dark Scorpion"" monsters.
",https://yugipedia.com/wiki/No_One_Suspects_the_Dark_Scorpion_Gang!,https://ms.yugipedia.com//thumb/7/76/NoOneSuspectstheDarkScorpionGang-SGX3-EN-C-1E.png/300px-NoOneSuspectstheDarkScorpionGang-SGX3-EN-C-1E.png,4,,SGX3ENS17No One Suspects the Dark Scorpion Gang!Common,1
Ancient Ruler Rises,1330,1007,,SGX3,ENS18,Ancient Ruler Rises,Common,Skill,Normal,Abidos the Third,,,,,,"Skill activation
At the start of the Duel, flip this card over.
Effect
Apply the following Skills:
● Once per turn, you can send 1 Level 2 Zombie monster from your Deck to the GY and place 1 of your ""The First Sarcophagus"", ""The Second Sarcophagus"", or ""The Third Sarcophagus"" from your Deck, GY, or that is banished, face-up in your Spell & Trap Zone. (This is treated as being placed by the effect of ""The First Sarcophagus"".)
● Each ""Spirit of the Pharaoh"" you control gains ATK equal to the total number of ""Pharaoh's Servant"" and ""Pharaonic Protector"" on your field and in your GY x 900.
",https://yugipedia.com/wiki/Ancient_Ruler_Rises,https://ms.yugipedia.com//thumb/c/c4/AncientRulerRises-SGX3-EN-C-1E.png/300px-AncientRulerRises-SGX3-EN-C-1E.png,4,,SGX3ENS18Ancient Ruler RisesCommon,1
Cold-Blooded Tactician,1331,1008,,SGX3,ENS19,Cold-Blooded Tactician,Common,Skill,Normal,Thelonious Viper,,,,,,"Skill activation
Flip this card over when you activate this Skill.
Effect
Once per turn, during your Main Phase, you can change the battle positions of monsters your opponent controls, up to the number of face-up Reptile monsters you control.
",https://yugipedia.com/wiki/Cold-Blooded_Tactician,https://ms.yugipedia.com//thumb/8/80/ColdBloodedTactician-SGX3-EN-C-1E.png/300px-ColdBloodedTactician-SGX3-EN-C-1E.png,4,,SGX3ENS19Cold-Blooded TacticianCommon,1
Dark Creation,1332,1009,,SGX3,ENS20,Dark Creation,Common,Skill,Normal,Yubel,,,,,,"Skill activation
Flip this card over when you activate this Skill.
Effect
Once per Duel, during your Main Phase, if you have 5 or more DARK monsters in your GY with different names and control no monsters, you can banish 1 DARK monster from your GY then Special Summon 1 DARK monster from your GY.
",https://yugipedia.com/wiki/Dark_Creation,https://ms.yugipedia.com//thumb/f/f1/DarkCreation-SGX3-EN-C-1E.png/300px-DarkCreation-SGX3-EN-C-1E.png,4,,SGX3ENS20Dark CreationCommon,1
